ISO,Metric,Scenario,Period,Value_Low,Value_Median,Value_High
CHE,tas_DJF,ssp3-70,End of century 2080-2099,34.1005923510136,36.10073537527,38.3315488478853
CHL,tas_DJF,ssp3-70,Historical 1986-2005,59.6507969944428,59.8492476780498,60.0619846374742
CHL,tas_DJF,ssp3-70,Next decades 2020-2039,60.4945615028939,61.3891720100046,61.7866808683751
CHL,tas_DJF,ssp3-70,Midcentury 2040-2059,61.5731015795416,62.2920476733693,63.1252125987161
CHL,tas_DJF,ssp3-70,End of century 2080-2099,63.2450821684468,64.8992088704152,66.1381915040563
CHN,tas_DJF,ssp3-70,Historical 1986-2005,35.0633430008776,35.5519093934011,36.6790737189279
CHN,tas_DJF,ssp3-70,Next decades 2020-2039,36.7455507724548,37.4114977742884,38.4844819573754
CHN,tas_DJF,ssp3-70,Midcentury 2040-2059,38.0480929828088,39.0840507714172,40.3874592756182
CHN,tas_DJF,ssp3-70,End of century 2080-2099,40.7066022435132,42.355484491362,43.6092686042468
CIV,tas_DJF,ssp3-70,Historical 1986-2005,79.7809690445723,80.2868492462047,80.602193197099
CIV,tas_DJF,ssp3-70,Next decades 2020-2039,81.1782334377958,81.6418813905597,82.7093818090523
CIV,tas_DJF,ssp3-70,Midcentury 2040-2059,81.878857629477,82.9424137734109,84.1004335201087
CIV,tas_DJF,ssp3-70,End of century 2080-2099,83.8561126808525,85.5011325632194,87.763998781913
CLP,tas_DJF,ssp3-70,Historical 1986-2005,78.46110473705,78.6877197265624,78.8214233398436
CLP,tas_DJF,ssp3-70,Next decades 2020-2039,79.4578704894951,79.9740085767662,80.3855782326277
CLP,tas_DJF,ssp3-70,Midcentury 2040-2059,80.3431945807083,80.8427868652343,81.3006919431462
CLP,tas_DJF,ssp3-70,End of century 2080-2099,81.7476428224767,83.0400140380858,84.0202736124405
CMR,tas_DJF,ssp3-70,Historical 1986-2005,76.304047012037,76.7742224111609,77.0705571504871
CMR,tas_DJF,ssp3-70,Next decades 2020-2039,77.7021403407601,78.1661285686739,79.2026805383315
CMR,tas_DJF,ssp3-70,Midcentury 2040-2059,78.456934303972,79.6640608618106,80.7060306403024
CMR,tas_DJF,ssp3-70,End of century 2080-2099,80.6410623004638,82.6934276325447,84.8891200543143
COD,tas_DJF,ssp3-70,Historical 1986-2005,74.9139820441794,75.1636661930398,75.5665492172032
COD,tas_DJF,ssp3-70,Next decades 2020-2039,76.1098617647044,76.4474391424216,77.2029230574387
COD,tas_DJF,ssp3-70,Midcentury 2040-2059,76.7879021180189,77.3174055299426,78.6775966570087
COD,tas_DJF,ssp3-70,End of century 2080-2099,78.3503753345003,79.9094046914739,81.9200239632329
COG,tas_DJF,ssp3-70,Historical 1986-2005,77.7765053584902,77.9768736657873,78.4133529696043
COG,tas_DJF,ssp3-70,Next decades 2020-2039,78.9551176582098,79.2346120837666,80.0804248476587
COG,tas_DJF,ssp3-70,Midcentury 2040-2059,79.6190898664795,80.3073074163204,81.5466665643527
COG,tas_DJF,ssp3-70,End of century 2080-2099,81.1308689995874,82.77951088214,84.798564252521
COK,tas_DJF,ssp3-70,Historical 1986-2005,78.7765669598624,79.0988863985681,79.2386127651813
COK,tas_DJF,ssp3-70,Next decades 2020-2039,79.7976013066067,80.0853568907432,80.6243795184353
COK,tas_DJF,ssp3-70,Midcentury 2040-2059,80.3698919640054,80.7991670699934,81.5626902427359
COK,tas_DJF,ssp3-70,End of century 2080-2099,81.6086943252981,82.3867137603693,84.0189673212906
COL,tas_DJF,ssp3-70,Historical 1986-2005,73.5172177109402,73.8383839742966,74.071139876777
COL,tas_DJF,ssp3-70,Next decades 2020-2039,74.7753599439472,75.3880515791037,76.1071232744892
COL,tas_DJF,ssp3-70,Midcentury 2040-2059,75.8747251131729,76.7264851231213,77.7371170870827
COL,tas_DJF,ssp3-70,End of century 2080-2099,77.3312705974352,79.2403263489286,80.9098301751968
COM,tas_DJF,ssp3-70,Historical 1986-2005,79.7823425049942,80.0002821881151,80.1849370270875
COM,tas_DJF,ssp3-70,Next decades 2020-2039,80.766514683113,81.177574714924,81.5505242284474
COM,tas_DJF,ssp3-70,Midcentury 2040-2059,81.5563281713252,82.1377087471756,82.6706605822707
COM,tas_DJF,ssp3-70,End of century 2080-2099,82.8984420540638,84.154653652275,85.3816195109893
CPV,tas_DJF,ssp3-70,Historical 1986-2005,70.9904082004415,71.3726927374126,71.6317499221949
CPV,tas_DJF,ssp3-70,Next decades 2020-2039,72.0818719436722,72.6396950248342,72.9620227887425
CPV,tas_DJF,ssp3-70,Midcentury 2040-2059,72.7170343379868,73.4984441110231,74.1542046375848
CPV,tas_DJF,ssp3-70,End of century 2080-2099,74.2979613998746,75.4305890081485,76.7067591165273
CRI,tas_DJF,ssp3-70,Historical 1986-2005,72.2457482287563,72.4739236773138,72.6847772419391
CRI,tas_DJF,ssp3-70,Next decades 2020-2039,73.4728332153083,73.9205140964873,74.3127127876475
CRI,tas_DJF,ssp3-70,Midcentury 2040-2059,74.2073796412163,74.9685930103094,75.6241381261966
CRI,tas_DJF,ssp3-70,End of century 2080-2099,75.987702504485,77.4067742413086,78.8626043101971
CSI,tas_DJF,ssp3-70,Historical 1986-2005,78.3052438230851,78.6633503952283,78.9652043375646
CSI,tas_DJF,ssp3-70,Next decades 2020-2039,79.5327180328427,79.8643250891585,80.3125066408835
CSI,tas_DJF,ssp3-70,Midcentury 2040-2059,80.0093417378546,80.7284231126284,81.504353624524
CSI,tas_DJF,ssp3-70,End of century 2080-2099,81.3602766881115,82.6453669024992,83.8641488620382
CUB,tas_DJF,ssp3-70,Historical 1986-2005,73.5812815434722,73.9768695680605,74.4891580255845
CUB,tas_DJF,ssp3-70,Next decades 2020-2039,74.705928983994,75.3333709239504,76.0369384303821
CUB,tas_DJF,ssp3-70,Midcentury 2040-2059,75.573332336145,76.2101715658127,77.1082138250147
CUB,tas_DJF,ssp3-70,End of century 2080-2099,77.1585490935426,78.4473653038735,79.7949678623995
CUW,tas_DJF,ssp3-70,Historical 1986-2005,77.8658963343436,78.1554390966535,78.3080516355376
CUW,tas_DJF,ssp3-70,Next decades 2020-2039,79.1452419224191,79.4840957467592,80.0654546328545
CUW,tas_DJF,ssp3-70,Midcentury 2040-2059,79.7754861370472,80.4451764294634,80.9216542110478
CUW,tas_DJF,ssp3-70,End of century 2080-2099,81.2879006677278,82.4167248015905,83.4248074450531
CYM,tas_DJF,ssp3-70,Historical 1986-2005,76.8986957108723,77.2308802867444,77.5589307949003
CYM,tas_DJF,ssp3-70,Next decades 2020-2039,77.9720034991434,78.4507658772957,79.0639247418817
CYM,tas_DJF,ssp3-70,Midcentury 2040-2059,78.8311234403353,79.3781184574867,80.1928666853501
CYM,tas_DJF,ssp3-70,End of century 2080-2099,80.2134365066588,81.3900247831053,82.776302123324
CYN,tas_DJF,ssp3-70,Historical 1986-2005,54.3542326180032,55.3506412442935,56.1177050498681
CYN,tas_DJF,ssp3-70,Next decades 2020-2039,56.7740317097436,57.2028444172136,57.9627868946932
CYN,tas_DJF,ssp3-70,Midcentury 2040-2059,57.3125468545941,58.1296118724441,59.2805360820532
CYN,tas_DJF,ssp3-70,End of century 2080-2099,58.8523827272248,60.4021947944722,62.3769048745188
CYP,tas_DJF,ssp3-70,Historical 1986-2005,54.9090313412634,55.692508779081,56.4615255277321
CYP,tas_DJF,ssp3-70,Next decades 2020-2039,57.1515582061574,57.5654982079924,58.3292220836419
CYP,tas_DJF,ssp3-70,Midcentury 2040-2059,57.6469457008089,58.4826967010299,59.5212274546764
CYP,tas_DJF,ssp3-70,End of century 2080-2099,59.1990010570336,60.6971650546246,62.7694610689106
CZE,tas_DJF,ssp3-70,Historical 1986-2005,28.2028926452475,29.4584524303217,30.5004595072674
CZE,tas_DJF,ssp3-70,Next decades 2020-2039,30.7555402927276,32.4827118886159,34.5028181734589
CZE,tas_DJF,ssp3-70,Midcentury 2040-2059,31.9768765722654,34.0523029235907,36.0850174813616
CZE,tas_DJF,ssp3-70,End of century 2080-2099,33.9721741293582,36.048783328457,38.8711631343284
DEU,tas_DJF,ssp3-70,Historical 1986-2005,32.5773670675584,33.806449975003,34.6350781812526
DEU,tas_DJF,ssp3-70,Next decades 2020-2039,34.6463978593266,36.4197527909578,38.2499147209761
DEU,tas_DJF,ssp3-70,Midcentury 2040-2059,35.6906311645671,37.8216770006887,39.3446695262454
DEU,tas_DJF,ssp3-70,End of century 2080-2099,37.5056554751575,39.7868039747005,41.8574066635679
DJI,tas_DJF,ssp3-70,Historical 1986-2005,74.3578305157022,74.5619415047718,74.8319033298747
DJI,tas_DJF,ssp3-70,Next decades 2020-2039,75.5942908476076,76.4203188646845,76.8471048675575
DJI,tas_DJF,ssp3-70,Midcentury 2040-2059,76.629648592141,77.6293233388968,78.3687203268009
DJI,tas_DJF,ssp3-70,End of century 2080-2099,78.4962406962635,80.1783077321951,82.3785003048522
DMA,tas_DJF,ssp3-70,Historical 1986-2005,76.3186429708334,76.5977353647934,76.7577704090699
DMA,tas_DJF,ssp3-70,Next decades 2020-2039,77.3947139237356,77.8014196227131,78.3719392636247
DMA,tas_DJF,ssp3-70,Midcentury 2040-2059,78.1137781287644,78.7925138490824,79.3192868725629
DMA,tas_DJF,ssp3-70,End of century 2080-2099,79.5325601781412,80.5840620164849,81.9643012929115
DNK,tas_DJF,ssp3-70,Historical 1986-2005,32.9865477122592,34.0916962338047,35.3410738475595
DNK,tas_DJF,ssp3-70,Next decades 2020-2039,35.3702062929529,36.3441334404704,38.3263677131396
DNK,tas_DJF,ssp3-70,Midcentury 2040-2059,36.0021467164484,38.213701610791,39.4516067016597
DNK,tas_DJF,ssp3-70,End of century 2080-2099,37.6042577304738,40.6323948173216,42.2039151760944
DOM,tas_DJF,ssp3-70,Historical 1986-2005,73.7771156825913,74.0203687455884,74.322118728246
DOM,tas_DJF,ssp3-70,Next decades 2020-2039,74.919845721699,75.4374180442051,75.9957811873117
DOM,tas_DJF,ssp3-70,Midcentury 2040-2059,75.7373659978736,76.5611384751206,77.539749076074
DOM,tas_DJF,ssp3-70,End of century 2080-2099,77.1865565868033,78.6731423647041,80.7906544328028
DZA,tas_DJF,ssp3-70,Historical 1986-2005,49.4810247627949,49.8775342996328,50.5981598870793
DZA,tas_DJF,ssp3-70,Next decades 2020-2039,51.1348359969966,51.7576613362442,52.9135000666879
DZA,tas_DJF,ssp3-70,Midcentury 2040-2059,51.8005324587216,52.8493322018166,54.4009591307241
DZA,tas_DJF,ssp3-70,End of century 2080-2099,53.6329232361249,55.1835152188785,57.4673331977433
ECU,tas_DJF,ssp3-70,Historical 1986-2005,65.9054621199132,66.3060905247402,66.5325952064412
ECU,tas_DJF,ssp3-70,Next decades 2020-2039,66.8254319284458,67.7483540150981,68.2452527899242
ECU,tas_DJF,ssp3-70,Midcentury 2040-2059,67.9731762356671,68.8211888813616,69.6289628065499
ECU,tas_DJF,ssp3-70,End of century 2080-2099,69.6150037041935,71.0128477003734,72.6293576885235
EGY,tas_DJF,ssp3-70,Historical 1986-2005,58.2664236588415,58.982332585231,59.6252252658964
EGY,tas_DJF,ssp3-70,Next decades 2020-2039,60.2416932771804,61.0261006593676,61.5794291977058
EGY,tas_DJF,ssp3-70,Midcentury 2040-2059,61.2846041068983,62.139792153776,63.1371766983433
EGY,tas_DJF,ssp3-70,End of century 2080-2099,62.7446704767633,64.7097709699229,66.8263494867143
ERI,tas_DJF,ssp3-70,Historical 1986-2005,73.1036394383307,73.5716397060949,73.891788060225
ERI,tas_DJF,ssp3-70,Next decades 2020-2039,74.558901994577,75.3802746927799,75.9197403331941
ERI,tas_DJF,ssp3-70,Midcentury 2040-2059,75.6069950108597,76.7027617058512,77.429365810279
ERI,tas_DJF,ssp3-70,End of century 2080-2099,77.6014449002497,79.4059632942047,81.713978512727
ESB,tas_DJF,ssp3-70,Historical 1986-2005,56.1775895879021,57.0304993261624,57.7992843565183
ESB,tas_DJF,ssp3-70,Next decades 2020-2039,58.4961616004664,58.8884082116216,59.6399299071224
ESB,tas_DJF,ssp3-70,Midcentury 2040-2059,59.0011457216606,59.8250294399213,60.9035436243387
ESB,tas_DJF,ssp3-70,End of century 2080-2099,60.5330747183381,62.0554548500472,64.0857602264972
ESP,tas_DJF,ssp3-70,Historical 1986-2005,46.8981635661281,47.5031497479405,47.8955143752808
ESP,tas_DJF,ssp3-70,Next decades 2020-2039,48.3753292480073,48.8277535555003,50.0895110155154
ESP,tas_DJF,ssp3-70,Midcentury 2040-2059,49.1168537070954,49.7547837340643,51.2796501247911
ESP,tas_DJF,ssp3-70,End of century 2080-2099,50.8322600483218,51.7231443596904,53.8465625445734
EST,tas_DJF,ssp3-70,Historical 1986-2005,23.3577887526648,24.2598856900747,26.7569474922035
EST,tas_DJF,ssp3-70,Next decades 2020-2039,26.8006254707611,27.7793383611193,30.0165343929486
EST,tas_DJF,ssp3-70,Midcentury 2040-2059,27.4748917285174,30.5036279300093,31.9267223966167
EST,tas_DJF,ssp3-70,End of century 2080-2099,30.1899270644891,34.580541033822,37.3167536439483
ETH,tas_DJF,ssp3-70,Historical 1986-2005,71.69819159887,72.0251981136013,72.3347618234988
ETH,tas_DJF,ssp3-70,Next decades 2020-2039,73.0773541711886,73.9593880256502,74.2851517847998
ETH,tas_DJF,ssp3-70,Midcentury 2040-2059,73.8876734658299,75.3192407267245,75.9954126194809
ETH,tas_DJF,ssp3-70,End of century 2080-2099,75.8365538456461,78.0550079905475,79.7702493956097
FIN,tas_DJF,ssp3-70,Historical 1986-2005,17.6078654960836,19.3682727065556,22.0375129802187
FIN,tas_DJF,ssp3-70,Next decades 2020-2039,21.7020871578396,22.7696650165194,25.0703387024457
FIN,tas_DJF,ssp3-70,Midcentury 2040-2059,21.2971356461172,25.7542246321943,27.3256001083547
FIN,tas_DJF,ssp3-70,End of century 2080-2099,24.9857869543897,29.9295647655993,34.1199283360108
FJI,tas_DJF,ssp3-70,Historical 1986-2005,79.4077549250276,79.5415262822255,79.7107983609509
FJI,tas_DJF,ssp3-70,Next decades 2020-2039,80.3682774788713,80.658305601246,81.0321388925083
FJI,tas_DJF,ssp3-70,Midcentury 2040-2059,80.9427606888576,81.4907681811397,82.0712894983664
FJI,tas_DJF,ssp3-70,End of century 2080-2099,82.3157649439983,83.2084074197523,84.6571716958975
FLK,tas_DJF,ssp3-70,Historical 1986-2005,49.405129035372,49.671963223195,50.0937516226284
FLK,tas_DJF,ssp3-70,Next decades 2020-2039,50.1338839225602,50.6058470592217,51.115817733295
FLK,tas_DJF,ssp3-70,Midcentury 2040-2059,50.5838649685987,50.9864015395439,51.6859179061873
FLK,tas_DJF,ssp3-70,End of century 2080-2099,51.5539169533575,52.2279183031445,53.8278314753813
FRA,tas_DJF,ssp3-70,Historical 1986-2005,39.0462163404153,40.0195331961453,40.6138094866409
FRA,tas_DJF,ssp3-70,Next decades 2020-2039,40.8559546353517,41.9662343352158,43.2030025036805
FRA,tas_DJF,ssp3-70,Midcentury 2040-2059,41.8982777895528,42.7861339238643,44.3603397701692
FRA,tas_DJF,ssp3-70,End of century 2080-2099,43.3507215244506,45.0779413213323,46.7419856794836
FRO,tas_DJF,ssp3-70,Historical 1986-2005,38.9838385334685,39.7302989237366,40.7037504462333
FRO,tas_DJF,ssp3-70,Next decades 2020-2039,39.7410964312496,40.7306258784931,43.2091002983135
FRO,tas_DJF,ssp3-70,Midcentury 2040-2059,39.4626309681554,41.7026124237781,44.0710516694706
FRO,tas_DJF,ssp3-70,End of century 2080-2099,39.5409447032056,43.6699782147635,45.535780344351
FSM,tas_DJF,ssp3-70,Historical 1986-2005,80.1909241860505,80.3771997354704,80.5054659119219
FSM,tas_DJF,ssp3-70,Next decades 2020-2039,80.9683465822332,81.582713916708,81.9257101425446
FSM,tas_DJF,ssp3-70,Midcentury 2040-2059,81.8034951478762,82.3269705536902,82.9006702922503
FSM,tas_DJF,ssp3-70,End of century 2080-2099,83.2779645690879,84.2786502487782,85.3923954232476
GAB,tas_DJF,ssp3-70,Historical 1986-2005,77.9835408621226,78.1787439094653,78.5352737465456
GAB,tas_DJF,ssp3-70,Next decades 2020-2039,79.2462210987201,79.5907091367403,80.1569764495605
GAB,tas_DJF,ssp3-70,Midcentury 2040-2059,79.9094728417379,80.5599141900443,81.5037978933119
GAB,tas_DJF,ssp3-70,End of century 2080-2099,81.4941382888084,83.08105305696,84.5548296478962
GBR,tas_DJF,ssp3-70,Historical 1986-2005,40.1256918644743,40.8112282045848,41.7858855982572
GBR,tas_DJF,ssp3-70,Next decades 2020-2039,41.3308226063118,42.2446823063696,43.4070573304935
GBR,tas_DJF,ssp3-70,Midcentury 2040-2059,42.2267576509617,43.4240479487798,44.3921807505193
GBR,tas_DJF,ssp3-70,End of century 2080-2099,42.7265649696518,44.794859776116,46.3442811155508
GEO,tas_DJF,ssp3-70,Historical 1986-2005,29.3910047614551,30.6990185941052,31.923281315758
GEO,tas_DJF,ssp3-70,Next decades 2020-2039,31.0311774501597,33.0135133936068,34.2584106537916
GEO,tas_DJF,ssp3-70,Midcentury 2040-2059,31.452206128581,33.8298030446354,36.5169383208975
GEO,tas_DJF,ssp3-70,End of century 2080-2099,34.2570731894603,36.5629435880841,40.7270405279543
GGY,tas_DJF,ssp3-70,Historical 1986-2005,46.6313733283331,47.3079364194121,47.8745028624605
GGY,tas_DJF,ssp3-70,Next decades 2020-2039,47.8680816254621,48.679988593819,49.8734358870174
GGY,tas_DJF,ssp3-70,Midcentury 2040-2059,48.5389706666923,49.4280150169589,50.7875336750584
GGY,tas_DJF,ssp3-70,End of century 2080-2099,49.4652187724309,51.0443597597986,52.8623486597592
GHA,tas_DJF,ssp3-70,Historical 1986-2005,80.9600811392413,81.5488984035907,82.044756509064
GHA,tas_DJF,ssp3-70,Next decades 2020-2039,82.4146774371684,82.8561609074986,83.8414826897259
GHA,tas_DJF,ssp3-70,Midcentury 2040-2059,83.0473374479578,84.2027286776247,85.2012316854882
GHA,tas_DJF,ssp3-70,End of century 2080-2099,84.6737464585247,86.6596474014173,88.6761081157106
GIB,tas_DJF,ssp3-70,Historical 1986-2005,55.1832564645792,55.4506879534039,56.1497070312499
GIB,tas_DJF,ssp3-70,Next decades 2020-2039,56.653048887527,57.1222991943358,57.8620753366106
GIB,tas_DJF,ssp3-70,Midcentury 2040-2059,57.2582481410705,58.056622314453,59.3995256564713
GIB,tas_DJF,ssp3-70,End of century 2080-2099,59.1105651857168,60.1609802246093,61.7437804028507
GIN,tas_DJF,ssp3-70,Historical 1986-2005,77.9473852056371,78.392306150431,78.5680297673687
GIN,tas_DJF,ssp3-70,Next decades 2020-2039,79.765946310367,80.2094231148745,81.204744435115
GIN,tas_DJF,ssp3-70,Midcentury 2040-2059,80.4069571991903,81.7594631611271,82.8529185761354
GIN,tas_DJF,ssp3-70,End of century 2080-2099,82.5648891762476,84.6082414959673,86.4400262847341
GLP,tas_DJF,ssp3-70,Historical 1986-2005,76.2517755545468,76.5619017154863,76.6942415987668
GLP,tas_DJF,ssp3-70,Next decades 2020-2039,77.3313434337537,77.7837868237919,78.3072680642021
GLP,tas_DJF,ssp3-70,Midcentury 2040-2059,78.0339204047299,78.7687590715236,79.5110060877676
GLP,tas_DJF,ssp3-70,End of century 2080-2099,79.4679999967676,80.5490285397458,81.938350649042
GMB,tas_DJF,ssp3-70,Historical 1986-2005,78.6178445418834,78.8408400266232,79.0622362714387
GMB,tas_DJF,ssp3-70,Next decades 2020-2039,80.0032876811081,80.7002407418368,81.2936593860139
GMB,tas_DJF,ssp3-70,Midcentury 2040-2059,81.0155372272906,81.9777699561225,83.0898724583115
GMB,tas_DJF,ssp3-70,End of century 2080-2099,83.2448292402349,85.065378912007,86.7166648373207
GNB,tas_DJF,ssp3-70,Historical 1986-2005,79.6552564765575,79.9777078181038,80.3294447328964
GNB,tas_DJF,ssp3-70,Next decades 2020-2039,81.0090635442923,81.5527189342653,82.1927620786019
GNB,tas_DJF,ssp3-70,Midcentury 2040-2059,81.8790607547181,83.0043610373456,83.6580206747595
GNB,tas_DJF,ssp3-70,End of century 2080-2099,83.8847886829322,85.7903248829099,86.8771119682809
GNQ,tas_DJF,ssp3-70,Historical 1986-2005,77.1887772682972,77.4495887574287,77.7175413305033
GNQ,tas_DJF,ssp3-70,Next decades 2020-2039,78.3738155539237,78.7943899337504,79.2582841627367
GNQ,tas_DJF,ssp3-70,Midcentury 2040-2059,79.033768647869,79.8434548026912,80.3985548295402
GNQ,tas_DJF,ssp3-70,End of century 2080-2099,80.7040676478605,82.2698301973698,83.3768251134638
GRC,tas_DJF,ssp3-70,Historical 1986-2005,45.8893352959614,46.8706616969654,48.1198222508191
GRC,tas_DJF,ssp3-70,Next decades 2020-2039,48.3613977221927,49.0341154010382,49.9081361592921
GRC,tas_DJF,ssp3-70,Midcentury 2040-2059,48.9912823236632,49.9684732715231,51.5358106054761
GRC,tas_DJF,ssp3-70,End of century 2080-2099,50.7461513056746,51.920355203961,54.2443005744807
GRD,tas_DJF,ssp3-70,Historical 1986-2005,77.844590774824,78.1311168287561,78.3407945236274
GRD,tas_DJF,ssp3-70,Next decades 2020-2039,79.075292530513,79.3480136472148,79.9124319380615
GRD,tas_DJF,ssp3-70,Midcentury 2040-2059,79.7536322300303,80.2591901787866,80.8096473072175
GRD,tas_DJF,ssp3-70,End of century 2080-2099,81.0499030710142,81.9965868831404,83.2720391477391
GRL,tas_DJF,ssp3-70,Historical 1986-2005,-3.3668506365533,-0.781154308738507,1.11147311772883
GRL,tas_DJF,ssp3-70,Next decades 2020-2039,0.637533639558194,2.12329606210367,4.41026693397406
GRL,tas_DJF,ssp3-70,Midcentury 2040-2059,0.994071290979604,3.73127454758499,6.42467719338857
GRL,tas_DJF,ssp3-70,End of century 2080-2099,2.39582705458797,6.91580587556524,12.2615208454464
GTM,tas_DJF,ssp3-70,Historical 1986-2005,68.3692343894673,68.5991931383155,69.2635072779988
GTM,tas_DJF,ssp3-70,Next decades 2020-2039,69.4831784311687,70.1692418544264,70.9027598952321
GTM,tas_DJF,ssp3-70,Midcentury 2040-2059,70.5304645900844,71.3686728161626,72.4682890510796
GTM,tas_DJF,ssp3-70,End of century 2080-2099,72.2836491674668,74.0758061833764,75.8865814135878
GUF,tas_DJF,ssp3-70,Historical 1986-2005,77.9266482091524,78.5553608607082,78.833983774113
GUF,tas_DJF,ssp3-70,Next decades 2020-2039,79.2447147088226,79.9489623183183,80.67371184498
GUF,tas_DJF,ssp3-70,Midcentury 2040-2059,80.1665912354323,80.9750292899351,82.3332725596728
GUF,tas_DJF,ssp3-70,End of century 2080-2099,81.7352539324489,83.3036257276662,85.9546235398615
GUM,tas_DJF,ssp3-70,Historical 1986-2005,79.5089669713185,79.6850243313234,79.9262655335402
GUM,tas_DJF,ssp3-70,Next decades 2020-2039,80.3974359191712,80.8755027409402,81.4130500141821
GUM,tas_DJF,ssp3-70,Midcentury 2040-2059,81.2341586353801,81.8031045060819,82.4502494402378
GUM,tas_DJF,ssp3-70,End of century 2080-2099,82.7244964736582,83.7577383068775,85.0768772512614
GUY,tas_DJF,ssp3-70,Historical 1986-2005,77.0191477652628,77.7293158275493,77.8990138813226
GUY,tas_DJF,ssp3-70,Next decades 2020-2039,78.6368199363618,79.2968864214623,80.1619562944412
GUY,tas_DJF,ssp3-70,Midcentury 2040-2059,79.4207435595748,80.4023157540468,82.4186513122286
GUY,tas_DJF,ssp3-70,End of century 2080-2099,81.0374338228219,82.8376411727502,85.1248539997643
HKG,tas_DJF,ssp3-70,Historical 1986-2005,61.1708711834517,61.5640269454651,62.2372566388543
HKG,tas_DJF,ssp3-70,Next decades 2020-2039,62.2866646116855,62.7816303445678,64.0560277331493
HKG,tas_DJF,ssp3-70,Midcentury 2040-2059,63.1666363532206,64.2841466987067,65.5168689838181
HKG,tas_DJF,ssp3-70,End of century 2080-2099,65.1403681573619,66.7289300826012,67.8469042033154
HMD,tas_DJF,ssp3-70,Historical 1986-2005,36.7854169598851,37.0111938476561,37.3990661621093
HMD,tas_DJF,ssp3-70,Next decades 2020-2039,37.4117965721549,37.8319580078124,38.1721839933111
HMD,tas_DJF,ssp3-70,Midcentury 2040-2059,37.7803382296462,38.4570312499999,39.1663021670051
HMD,tas_DJF,ssp3-70,End of century 2080-2099,38.968172782623,39.9236254882811,41.3123612797531
HND,tas_DJF,ssp3-70,Historical 1986-2005,71.8798743529726,72.26023127417,72.7190858163728
HND,tas_DJF,ssp3-70,Next decades 2020-2039,73.0607630592837,73.7054249669423,74.2474151047581
HND,tas_DJF,ssp3-70,Midcentury 2040-2059,74.0140329160142,74.9901104516178,75.6989312844659
HND,tas_DJF,ssp3-70,End of century 2080-2099,75.7001703550015,77.5002313748996,79.1202486621443
HRV,tas_DJF,ssp3-70,Historical 1986-2005,36.3854884957933,37.1483371236661,38.546174428475
HRV,tas_DJF,ssp3-70,Next decades 2020-2039,38.7494990139266,40.3866608590038,41.4872080357799
HRV,tas_DJF,ssp3-70,Midcentury 2040-2059,40.0774237106406,41.5544923771121,42.9894255682988
HRV,tas_DJF,ssp3-70,End of century 2080-2099,41.8248936491311,44.335429103244,45.9014941469166
HTI,tas_DJF,ssp3-70,Historical 1986-2005,74.9194680442057,75.1598974007038,75.450660055407
HTI,tas_DJF,ssp3-70,Next decades 2020-2039,76.0087734425726,76.5164014032511,77.1094890387131
HTI,tas_DJF,ssp3-70,Midcentury 2040-2059,76.8236606580939,77.5840116489278,78.5476566878443
HTI,tas_DJF,ssp3-70,End of century 2080-2099,78.252667465021,79.634196248015,81.7240183900039
HUN,tas_DJF,ssp3-70,Historical 1986-2005,30.7543583697806,32.0667617563652,33.078470170935
HUN,tas_DJF,ssp3-70,Next decades 2020-2039,33.3779254037756,35.3886514300169,37.0980906990366
HUN,tas_DJF,ssp3-70,Midcentury 2040-2059,35.051933039646,36.7512208545953,38.6117094148863
HUN,tas_DJF,ssp3-70,End of century 2080-2099,36.8614752133994,39.5781230528499,41.7517565807678
IDN,tas_DJF,ssp3-70,Historical 1986-2005,78.0253304410683,78.1710188323935,78.2482443902678
IDN,tas_DJF,ssp3-70,Next decades 2020-2039,79.1687217751659,79.4264273231525,79.7526195824942
IDN,tas_DJF,ssp3-70,Midcentury 2040-2059,79.9076054309321,80.3488759104584,80.8409429628851
IDN,tas_DJF,ssp3-70,End of century 2080-2099,81.1987476813565,82.3322528045647,83.4647326933385
IMN,tas_DJF,ssp3-70,Historical 1986-2005,43.7772683619387,44.3694374533439,45.0829685807655
IMN,tas_DJF,ssp3-70,Next decades 2020-2039,44.7001053783511,45.5264345594742,46.613635982206
IMN,tas_DJF,ssp3-70,Midcentury 2040-2059,45.3604067580548,46.7644133260551,47.5149091027575
IMN,tas_DJF,ssp3-70,End of century 2080-2099,45.8573532030624,47.8888194879803,49.4902281492714
IND,tas_DJF,ssp3-70,Historical 1986-2005,63.8281756046705,64.241669997522,64.7937723836951
IND,tas_DJF,ssp3-70,Next decades 2020-2039,64.9206924074905,65.5928381440154,66.0792071713519
IND,tas_DJF,ssp3-70,Midcentury 2040-2059,65.9278199882186,66.8178686959177,67.607299403304
IND,tas_DJF,ssp3-70,End of century 2080-2099,68.5716109352456,70.0976085939331,71.3166278345975
IOA,tas_DJF,ssp3-70,Historical 1986-2005,79.3930271895232,79.557357379337,79.6432758392683
IOA,tas_DJF,ssp3-70,Next decades 2020-2039,80.4163753234229,80.696185732642,81.0849029098797
IOA,tas_DJF,ssp3-70,Midcentury 2040-2059,81.1660612636195,81.540792667721,82.1364585188185
IOA,tas_DJF,ssp3-70,End of century 2080-2099,82.3799436381233,83.3564674244122,84.6077316258092
IOT,tas_DJF,ssp3-70,Historical 1986-2005,79.1828082553587,79.3721065745633,79.5712909388122
