STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,duration,Duration,c_dest,Country of destination,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AL,Albania,2017,,460935,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AL,Albania,2018,,537715,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AL,Albania,2019,,428922,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AL,Albania,2020,,367841,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AL,Albania,2021,,422757,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AL,Albania,2022,,526946,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2015,,4195713,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2016,,4292276,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2017,,4324150,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2018,,4677125,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2019,,4737592,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2020,,3601182,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2021,,3958929,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2022,,4640094,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2023,,5020762,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,AT,Austria,2024,,5039704,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2015,,2970031,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2016,,3206234,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2017,,3593973,,b,break in time series,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2018,,3865563,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2019,,3674134,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2020,,2344251,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2021,,3025046,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2022,,3714548,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2023,,4258911,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BE,Belgium,2024,,3945293,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2015,,1024039,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2016,,1027332,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2017,,1359755,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2018,,1255204,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2019,,1420279,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2020,,853271,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2021,,873293,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2022,,991265,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2023,,1113426,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,BG,Bulgaria,2024,,1039777,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CH,Switzerland,2015,,4557444,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CH,Switzerland,2016,,4666464,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CH,Switzerland,2017,,4713670,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CH,Switzerland,2018,,4752932,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CH,Switzerland,2019,,4710435,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CH,Switzerland,2020,,3579312,,u,low reliability,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CH,Switzerland,2021,,4225244,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CH,Switzerland,2022,,4793045,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CH,Switzerland,2023,,4681200,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2015,,239165,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2016,,274419,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2017,,248715,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2018,,283357,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2019,,328140,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2020,,231715,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2021,,258842,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2022,,209417,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2023,,238897,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CY,Cyprus,2024,,297579,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2015,,6107778,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2016,,6247174,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2017,,6374793,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2018,,6076089,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2019,,6099600,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2020,,5269704,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2021,,5086007,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2022,,5619933,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2023,,5331993,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,CZ,Czechia,2024,,5751340,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2015,,48199996,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2016,,50657581,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2017,,46337128,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2018,,49230610,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2019,,51658263,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2020,,38197761,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2021,,42191924,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2022,,47056533,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2023,,49947195,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DE,Germany,2024,,54327675,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DK,Denmark,2015,,2009893,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DK,Denmark,2016,,2079622,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DK,Denmark,2017,,1572274,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DK,Denmark,2018,,1537807,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DK,Denmark,2019,,2033199,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DK,Denmark,2020,,1654578,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DK,Denmark,2022,,1594360,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DK,Denmark,2023,,2516562,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,DK,Denmark,2024,,2210978,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2015,,131821330,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2016,,136868080,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2017,,136860767,,u,low reliability,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2018,,141852296,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2019,,146555701,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2020,,113222783,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2021,,122556136,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2022,,139479050,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2023,,150064517,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EA20,Euro area – 20 countries (2023-2025),2024,,152563328,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2015,,570830,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2016,,606113,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2017,,700280,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2018,,811403,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2019,,730395,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2020,,98485,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2021,,176805,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2022,,191472,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2023,,226616,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EE,Estonia,2024,,224128,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2015,,1077222,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2016,,951804,,,,,
