STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,duration,Duration,c_dest,Country of destination,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SE,Sweden,2018,,23.48,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SE,Sweden,2019,,23.88,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SE,Sweden,2020,,52.62,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SE,Sweden,2021,,49.72,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SE,Sweden,2022,,30.75,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SE,Sweden,2023,,39.38,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SE,Sweden,2024,,27.21,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2015,,12.38,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2016,,12.81,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2017,,10.52,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2018,,12.32,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2019,,11.34,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2020,,28.4,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2021,,25.53,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2022,,14.68,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2023,,10.84,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SI,Slovenia,2024,,11.22,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2015,,27.48,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2016,,33.16,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2017,,34.29,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2018,,35.03,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2019,,31.52,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2020,,32.62,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2021,,28.89,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2022,,32.51,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2023,,26.72,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,SK,Slovakia,2024,,26.78,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,UK,United Kingdom,2015,,24.44,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,UK,United Kingdom,2016,,24.78,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM,Domestic country,PC_POP,Percentage of total population,UK,United Kingdom,2017,,24.78,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AL,Albania,2017,,217045,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AL,Albania,2018,,156478,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AL,Albania,2019,,272664,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AL,Albania,2020,,42076,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AL,Albania,2021,,168082,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AL,Albania,2022,,255917,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2015,,2488677,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2016,,2555815,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2017,,2685317,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2018,,2995975,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2019,,3009365,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2020,,1241367,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2021,,1810296,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2022,,2680866,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2023,,2787909,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,AT,Austria,2024,,2878488,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2015,,1552284,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2016,,1667107,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2017,,2444516,,b,break in time series,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2018,,2709268,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2019,,2718317,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2020,,1288725,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2021,,1870028,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2022,,2676126,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2023,,3136929,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BE,Belgium,2024,,2989151,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2015,,88278,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2016,,101678,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2017,,164877,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2018,,235500,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2019,,313310,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2020,,50907,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2021,,44852,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2022,,189305,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2023,,348758,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,BG,Bulgaria,2024,,255775,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CH,Switzerland,2015,,2868726,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CH,Switzerland,2016,,2905170,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CH,Switzerland,2017,,2966172,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CH,Switzerland,2018,,3041506,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CH,Switzerland,2019,,3101651,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CH,Switzerland,2020,,2188519,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CH,Switzerland,2021,,2560852,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CH,Switzerland,2022,,3189161,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CH,Switzerland,2023,,3267004,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2015,,168210,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2016,,184631,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2017,,179425,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2018,,202828,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2019,,224771,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2020,,55864,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2021,,84547,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2022,,128193,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2023,,157789,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CY,Cyprus,2024,,209411,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2015,,3085190,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2016,,3107752,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2017,,3348560,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2018,,3296456,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2019,,3353962,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2020,,1548911,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2021,,1744611,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2022,,2814671,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2023,,3145885,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,CZ,Czechia,2024,,3417365,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2015,,26734846,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2016,,26984283,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2017,,27252768,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2018,,30687050,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2019,,30547391,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2020,,14521201,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2021,,18992084,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2022,,25641808,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2023,,29669386,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,DOM_FOR,Domestic and foreign country,NR,Number,DE,Germany,2024,,33715867,,,,,
